CMDLINE python3 tmp/benchmark.py
MEM 850.656250 1523394318.4506
MEM 850.656250 1523394318.5509
MEM 742.417969 1523394318.6514
MEM 834.714844 1523394318.7518
MEM 639.250000 1523394318.8522
MEM 763.000000 1523394318.9526
MEM 763.000000 1523394319.0531
MEM 643.117188 1523394319.1534
MEM 728.195312 1523394319.2539
MEM 728.195312 1523394319.3543
MEM 754.234375 1523394319.4546
MEM 763.000000 1523394319.5550
MEM 763.000000 1523394319.6554
MEM 763.000000 1523394319.7558
MEM 763.000000 1523394319.8562
MEM 763.000000 1523394319.9566
MEM 506.433594 1523394320.0570
MEM 662.410156 1523394320.1574
MEM 725.875000 1523394320.2577
MEM 838.539062 1523394320.3580
MEM 641.054688 1523394320.4584
MEM 760.937500 1523394320.5587
MEM 951.460938 1523394320.6591
MEM 973.117188 1523394320.7595
MEM 973.117188 1523394320.8599
MEM 973.117188 1523394320.9603
MEM 973.117188 1523394321.0606
MEM 973.117188 1523394321.1610
MEM 728.242188 1523394321.2613
MEM 636.156250 1523394321.3617
MEM 798.062500 1523394321.4624
MEM 798.062500 1523394321.5628
MEM 728.242188 1523394321.6632
MEM 728.195312 1523394321.7636
MEM 728.195312 1523394321.8640
MEM 774.980469 1523394321.9643
MEM 692.617188 1523394322.0647
MEM 798.062500 1523394322.1651
MEM 798.062500 1523394322.2655
MEM 798.062500 1523394322.3659
MEM 798.062500 1523394322.4663
MEM 798.062500 1523394322.5667
MEM 793.464844 1523394322.6670
MEM 693.648438 1523394322.7674
MEM 850.656250 1523394322.8677
MEM 952.535156 1523394322.9681
MEM 662.968750 1523394323.0684
MEM 631.808594 1523394323.1688
MEM 728.761719 1523394323.2692
